"","kingdom","phylum","class","order","family","genus","species"
"1050","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neophaeosphaeriaceae","unidentified","unidentified"
"1053","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe rufula"
"1054","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","unidentified","unidentified"
"1055","Fungi","Ascomycota","Leotiomycetes","Leotiomycetes_ord_Incertae_sedis","unidentified","unidentified","unidentified"
"1056","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Terfezia","Terfezia leptoderma"
"1057","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Microsphaeropsidaceae","Microsphaeropsis","unidentified"
"1061","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Pezicula","unidentified"
"1063","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma viridifucatum"
"1064","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces decipiens"
"1070","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella pallidobrunnea"
"1072","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius nolaneiformis"
"1075","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnum","Lachnum pygmaeum"
"1076","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Rachicladosporium","unidentified"
"1077","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inosperma","Inosperma dodonae"
"1082","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium","unidentified"
"1083","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","Podospora pleiospora"
"1084","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Xanthothecium","Xanthothecium peruvianum"
"1087","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius hinnuleus"
"1090","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium schulzeri"
"1091","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella lilacinogrisea"
"1092","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","unidentified","unidentified"
"1095","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae","Pseudocenococcum","Pseudocenococcum floridanum"
"1097","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula laeta"
"1098","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Pachyphlodes","Pachyphlodes thysellii"
"1103","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe lapidicola"
"1105","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotrema","unidentified"
"1107","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala opportunistica"
"1110","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis isabellina"
"1115","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","unidentified","unidentified","unidentified"
"1116","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","unidentified"
"1121","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Rhodocollybia","Rhodocollybia f._asema"
"1125","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella simplex"
"1128","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","unidentified","unidentified"
"1129","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Pseudohamigera","Pseudohamigera striata"
"1141","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","unidentified","unidentified"
"1142","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber cistophilum"
"1149","Fungi","Ascomycota","Leotiomycetes","Leotiales","unidentified","unidentified","unidentified"
"1150","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","unidentified","unidentified","unidentified"
"1151","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius compressus"
"1159","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Acanthobasidium","unidentified"
"1160","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified"
"1162","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe lobauensis"
"1164","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Kirschsteiniotheliaceae","Taeniolella","unidentified"
"1168","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Arcopilus","Arcopilus tangerinicapillus"
"1169","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Lasionectriopsis","Lasionectriopsis spinosa"
"1170","Fungi","Basidiomycota","Agaricomycetes","Geastrales","unidentified","unidentified","unidentified"
"1173","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Luellia","Luellia recondita"
"1174","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Fusidium","unidentified"
"1176","Fungi","Basidiomycota","Microbotryomycetes","unidentified","unidentified","unidentified","unidentified"
"1177","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnobolites","Hydnobolites cerebriformis"
"1178","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Bionectria","unidentified"
"1185","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unidentified","unidentified","unidentified"
"1186","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","Paraglomus laccatum"
"1192","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Trimmatostroma","unidentified"
"1197","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Phialea","unidentified"
"1199","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tarzettaceae","Tarzetta","Tarzetta melitensis"
"1202","Fungi","Ascomycota","Sordariomycetes","Xylariales","Iodosphaeriaceae","Iodosphaeria","Iodosphaeria honghensis"
"1203","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizales_fam_Incertae_sedis","Trichobolus","unidentified"
"1204","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","Pectenia","unidentified"
"1206","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","unidentified"
"1211","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","unidentified"
"1216","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tarzettaceae","Tarzetta","Tarzetta scotica"
"1221","Fungi","Ascomycota","Archaeorhizomycetes","Archaeorhizomycetales","Archaeorhizomycetaceae","Archaeorhizomyces","unidentified"
"1222","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Amicodisca","unidentified"
"1228","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Xerocomellus","Xerocomellus chrysenteron"
"1231","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","Phallus impudicus"
"1234","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Lindtneria","Lindtneria chordulata"
"1236","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","unidentified"
"1237","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Calloria","unidentified"
"1238","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Disciseda","unidentified"
"1245","Fungi","Ascomycota","Sordariomycetes","Sordariales","Neoschizotheciaceae","Neoschizothecium","Neoschizothecium curvisporum"
"1247","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","unidentified"
"1248","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pteridiospora","unidentified"
"1251","Fungi","Ascomycota","GS35","unidentified","unidentified","unidentified","unidentified"
"1252","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sesquicillium","unidentified"
"1254","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnellula","unidentified"
"1256","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neophaeosphaeriaceae","Neophaeosphaeria","unidentified"
"1261","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Arcuadendron","unidentified"
"1262","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","unidentified"
"1265","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula persicina"
"1266","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria fuckelii"
"1268","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Rhizodermea","Rhizodermea veluwensis"
"1269","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium brunneum"
"1270","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum","Hydnum rufescens"
"1271","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","Cladorrhinum foecundissimum"
"1273","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","unidentified"
"1281","Fungi","Ascomycota","Pezizomycetes","Pezizales","unidentified","unidentified","unidentified"
"1287","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Clarireedia","Clarireedia bennettii"
"1289","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Monosporascus","unidentified"
"1295","Fungi","Basidiomycota","Agaricomycetes","Tremellodendropsidales","unidentified","unidentified","unidentified"
"1298","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Terfezia","unidentified"
"1302","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","Hebeloma asperulatum"
"1304","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius subsedens"
"1308","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","unidentified"
"1313","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","unidentified"
"1314","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","unidentified","unidentified","unidentified","unidentified"
"1316","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius tabularis"
"1319","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium miniglutinans"
"1320","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Suillellus","Suillellus mendax"
"1327","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cosmospora","unidentified"
"1328","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","unidentified","unidentified"
"1329","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe rickeniana"
"1336","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","Mollisia novobrunsvicensis"
"1342","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe hirtella"
"1343","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius geraniolens"
"1346","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Veronaeopsis","unidentified"
"1347","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","unidentified","unidentified"
"1349","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Glarea","Glarea lozoyensis"
"1351","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula versicolor"
"1352","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius xanthocephalus"
"1355","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metapochonia","Metapochonia bulbillosa"
"1356","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola ampulliella"
"1367","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Acaulium","Acaulium retardatum"
"1368","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Hyphodontia","unidentified"
"1369","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","unidentified","unidentified"
"1370","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycenella","unidentified"
"1371","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","unidentified","unidentified"
"1377","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe subtrivialis"
"1378","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Crocicreas","unidentified"
"1384","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Mycoarthris","unidentified"
"1386","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Connersia","unidentified"
"1389","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","unidentified"
"1390","Fungi","Ascomycota","Lecanoromycetes","GS36","unidentified","unidentified","unidentified"
"1391","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Gorgomyces","unidentified"
"1392","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria metachromatica"
"1393","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus rotundisporus"
"1394","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena sanguinolenta"
"1396","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe whitei"
"1399","Fungi","Entorrhizomycota","Entorrhizomycetes","Entorrhizales","Entorrhizaceae","Entorrhiza","Entorrhiza aschersoniana"
"1400","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces dolichospermus"
"1402","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","unidentified"
"1404","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis mosseae"
"1405","Fungi","Ascomycota","Sordariomycetes","Sordariales","Schizotheciaceae","Pseudoechria","Pseudoechria decidua"
"1415","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella cucumerina"
"1420","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidiaster","Olpidiaster brassicae"
"1422","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","unidentified","unidentified"
"1423","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea verrucosa"
"1433","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe parvicystis"
"1446","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Junewangiaceae","unidentified","unidentified"
"1449","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe maculata"
"1450","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius violaceopapillatus"
"1454","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Saproamanita","Saproamanita inopinata"
"1455","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Delitschiaceae","unidentified","unidentified"
"1460","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella floriforma"
"1461","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon borealis"
"1466","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Neocucurbitaria","unidentified"
"1468","Fungi","Ascomycota","Sordariomycetes","Xylariales","Coniocessiaceae","Coniocessia","unidentified"
"1476","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria"
"1484","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Pseudotomentella","unidentified"
"1487","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus calicornucopioides"
"1491","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis phlyctidospora"
"1495","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora tortuosa"
"1497","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","unidentified","unidentified","unidentified"
"1502","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Spooneromyces","unidentified"
"1503","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","unidentified","unidentified"
"1506","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","Scytalidium lignicola"
"1508","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","unidentified"
"1510","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Pseudocraterellus","Pseudocraterellus undulatus"
"1513","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Lasionectria","Lasionectria hilhorstii"
"1520","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella subtestacea"
"1522","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Gryganskiella","Gryganskiella cystojenkinii"
"1525","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","unidentified","unidentified"
"1526","Fungi","Ascomycota","Dothideomycetes","Minutisphaerales","Minutisphaeraceae","Minutisphaera","Minutisphaera aspera"
"1531","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodospora","unidentified"
"1532","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hymenogaster","Hymenogaster intermedius"
"1533","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","unidentified"
"1534","Fungi","Ascomycota","Lecanoromycetes","Lecanoromycetes_ord_Incertae_sedis","Micropeltidaceae","unidentified","unidentified"
"1535","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae","Elaphomyces","Elaphomyces barrioi"
"1536","Fungi","Basidiomycota","Agaricomycetes","Boletales","Astraeaceae","Astraeus","Astraeus pteridis"
"1538","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","Calvatia cyathiformis"
"1539","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Udeniozyma","unidentified"
"1541","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae","Ambispora","unidentified"
"1542","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","Cystofilobasidium macerans"
"1544","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","unidentified"
"1548","Fungi","Ascomycota","Eurotiomycetes","Onygenales","unidentified","unidentified","unidentified"
"1549","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis","unidentified"
"1551","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","unidentified","unidentified","unidentified"
"1552","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Pseudaegerita","unidentified"
"1554","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","unidentified"
"1555","Fungi","Ascomycota","Orbiliomycetes","GS33","unidentified","unidentified","unidentified"
"1562","Fungi","Ascomycota","Sordariomycetes","Branch06","unidentified","unidentified","unidentified"
"1572","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella subclavigera"
"1574","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia","Tilletia vankyi"
"1577","Fungi","Ascomycota","Dothideomycetes","Venturiales","unidentified","unidentified","unidentified"
"1584","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","unidentified"
"1589","Fungi","Ascomycota","Sordariomycetes","Sordariales","Bombardiaceae","Ramophialophora","Ramophialophora humicola"
"1594","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula aurora"
"1595","Fungi","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae","Hygrophoropsis","unidentified"
"1597","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Leucosphaerina","unidentified"
"1599","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Ascobolus immersus"
"1602","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Delastria","unidentified"
"1605","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe tenuicystidiata"
"1607","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Coccomyces","unidentified"
"1608","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe tigrina"
"1610","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botryotinia","unidentified"
"1615","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","unidentified","unidentified","unidentified"
"1616","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","unidentified","unidentified"
"1618","Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","unidentified","unidentified","unidentified"
"1629","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","unidentified","unidentified"
"1636","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","Cantharellus betularum"
"1637","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","Scleroderma areolatum"
"1639","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus irregularis"
"1650","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Clavaria falcata"
"1659","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella turficola"
"1662","Fungi","Basidiomycota","Agaricomycetes","Polyporales","unidentified","unidentified","unidentified"
"1664","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Alatospora","Alatospora acuminata"
"1668","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix","Gliomastix roseogrisea"
"1669","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe curvipes"
"1670","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Didymosphaeria","unidentified"
"1682","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","unidentified","unidentified"
"1684","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium blochii"
"1685","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus intermedius"
"1690","Fungi","Ascomycota","Dothideomycetes","Bezerromycetales","Bezerromycetaceae","Bezerromyces","unidentified"
"1693","Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","Lanzia","unidentified"
"1695","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","Pyrenophora sieglingiae"
"1698","Fungi","Ascomycota","Sordariomycetes","Glomerellales","unidentified","unidentified","unidentified"
"1701","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces rugulosus"
"1702","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Terfezia","Terfezia fanfani"
"1703","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara hyalocuspica"
"1704","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonales_fam_Incertae_sedis","Densospora","unidentified"
"1708","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Dichotomopilus","Dichotomopilus indicus"
"1709","Fungi","Ascomycota","Sordariomycetes","Sordariales","Naviculisporaceae","Naviculispora","Naviculispora terrestris"
"1710","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"1714","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia sclerotiella"
"1715","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Petrophila","unidentified"
"1716","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","unidentified","unidentified","unidentified"
"1717","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella echinula"
"1718","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Sympodiella","Sympodiella quercina"
"1720","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","unidentified","unidentified"
"1721","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","Absidia cuneospora"
"1723","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Pseudocosmospora","unidentified"
"1724","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota","Macrolepiota fuliginosa"
"1726","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria prunicola"
"1728","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","Lycoperdon decipiens"
"1730","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius gallurae"
"1731","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Spirosphaera","unidentified"
"1739","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","unidentified"
"1742","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Trimmatostroma","Trimmatostroma salicis"
"1750","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago nunavutica"
